step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
76,  1.26666666666666661E+000,  2.85796870112552142E+002,  2.85062682901672986E+002,  2.87095305582826370E+002,  2.86375180532192530E+002,  2.28585294124412020E+000,  0.00000000000000000E+000,  6.05060263761753490E+001, -5.82197499420920863E+001,  2.86421083240695737E+002,  2.66867612331452009E-001,  0.00000000000000000E+000,  3.78219749942092108E+002
77,  1.28333333333333344E+000,  2.85782129297038125E+002,  2.85044321881327960E+002,  2.87080410442012976E+002,  2.86358833796261820E+002,  2.24588600726418353E+000,  0.00000000000000000E+000,  6.03815862062926954E+001, -5.81352841014505941E+001,  2.86407017635474460E+002,  2.66699474197024722E-001,  0.00000000000000000E+000,  3.78135284101450566E+002
78,  1.30000000000000004E+000,  2.85767523552220212E+002,  2.85026139534364461E+002,  2.87065621289168064E+002,  2.86342579270338319E+002,  2.20630700378162059E+000,  0.00000000000000000E+000,  6.02582335277658530E+001, -5.80515177513426437E+001,  2.86393053124869311E+002,  2.66532341615821677E-001,  0.00000000000000000E+000,  3.78051517751342658E+002
79,  1.31666666666666665E+000,  2.85753051426048842E+002,  2.85008132820404057E+002,  2.87050936646751893E+002,  2.86326416450998181E+002,  2.16709582943383028E+000,  0.00000000000000000E+000,  6.01359380114846260E+001, -5.79684406676989425E+001,  2.86379189059047746E+002,  2.66366150940963775E-001,  0.00000000000000000E+000,  3.77968440667698928E+002
80,  1.33333333333333326E+000,  2.85738711519997253E+002,  2.84990298781002934E+002,  2.87036355078694726E+002,  2.86310344842924223E+002,  2.12823305168548327E+000,  0.00000000000000000E+000,  6.00146702684185698E+001, -5.78860428975824846E+001,  2.86365424805829775E+002,  2.66200839607602824E-001,  0.00000000000000000E+000,  3.77886042897582456E+002
81,  1.35000000000000009E+000,  2.85724502487019947E+002,  2.84972634536777491E+002,  2.87021875188999218E+002,  2.86294363958674239E+002,  2.08969988226315850E+000,  0.00000000000000000E+000,  5.98944018156461482E+001, -5.78043147497915655E+001,  2.86351759750074336E+002,  2.66036346104969457E-001,  0.00000000000000000E+000,  3.77804314749791558E+002
82,  1.36666666666666670E+000,  2.85710423029602850E+002,  2.84955137284636521E+002,  2.87007495620396071E+002,  2.86278473318458623E+002,  2.05147815370791875E+000,  0.00000000000000000E+000,  5.97751050438717542E+001, -5.77232467858133873E+001,  2.86338193293088295E+002,  2.65872609948473171E-001,  0.00000000000000000E+000,  3.77723246785813387E+002
83,  1.38333333333333330E+000,  2.85696471897904246E+002,  2.84937804295114859E+002,  2.86993215053049539E+002,  2.86262672449924651E+002,  2.01355029700655930E+000,  0.00000000000000000E+000,  5.96567531863285652E+001, -5.76428298111174513E+001,  2.86324724852056363E+002,  2.65709571651880416E-001,  0.00000000000000000E+000,  3.77642829811117451E+002
84,  1.39999999999999991E+000,  2.85682647887978135E+002,  2.84920632909804795E+002,  2.86979032203311021E+002,  2.86246960887949456E+002,  1.97589932023196502E+000,  0.00000000000000000E+000,  5.95393202890397646E+001, -5.75630548667695976E+001,  2.86311353859492442E+002,  2.65547172699626188E-001,  0.00000000000000000E+000,  3.77563054866769619E+002
85,  1.41666666666666674E+000,  2.85668949840078255E+002,  2.84903620538880830E+002,  2.86964945822519894E+002,  2.86231338174440111E+002,  1.93850878813805538E+000,  0.00000000000000000E+000,  5.94227811823359104E+001, -5.74839132213570210E+001,  2.86298079762711382E+002,  2.65385355519289323E-001,  0.00000000000000000E+000,  3.77483913221357000E+002
86,  1.43333333333333335E+000,  2.85655376637040490E+002,  2.84886764658713616E+002,  2.86950954695847258E+002,  2.86215803858140134E+002,  1.90136280271579983E+000,  0.00000000000000000E+000,  5.93071114536155761E+001, -5.74053963632076432E+001,  2.86284902023317443E+002,  2.65224063454301939E-001,  0.00000000000000000E+000,  3.77405396363207615E+002
87,  1.44999999999999996E+000,  2.85641927202735644E+002,  2.84870062809570129E+002,  2.86937057641184197E+002,  2.86200357494444120E+002,  1.86444598458435729E+000,  0.00000000000000000E+000,  5.91922874212547896E+001, -5.73274959928967363E+001,  2.86271820116715219E+002,  2.65063240736825967E-001,  0.00000000000000000E+000,  3.77327495992896729E+002
88,  1.46666666666666656E+000,  2.85628600500594928E+002,  2.84853512593395749E+002,  2.86923253508069251E+002,  2.86184998645217263E+002,  1.82774345526513149E+000,  0.00000000000000000E+000,  5.90782861096442744E+001, -5.72502040160213568E+001,  2.86258833531634025E+002,  2.64902832460956805E-001,  0.00000000000000000E+000,  3.77250204016021371E+002
89,  1.48333333333333339E+000,  2.85615395532200012E+002,  2.84837111671674904E+002,  2.86909541176656603E+002,  2.86169726878622441E+002,  1.79124082023315156E+000,  0.00000000000000000E+000,  5.89650852252719773E+001, -5.71735125362402030E+001,  2.86245941769672129E+002,  2.64742784556146638E-001,  0.00000000000000000E+000,  3.77173512536240196E+002
90,  1.50000000000000000E+000,  2.85602311335938225E+002,  2.84820857763367542E+002,  2.86895919556720628E+002,  2.86154541768952413E+002,  1.75492415274576996E+000,  0.00000000000000000E+000,  5.88526631338420145E+001, -5.70974138485580625E+001,  2.86233144344855646E+002,  2.64583043760923453E-001,  0.00000000000000000E+000,  3.77097413848558062E+002
91,  1.51666666666666661E+000,  2.85589346985716872E+002,  2.84804748642917559E+002,  2.86882387586698087E+002,  2.86139442896468381E+002,  1.71877997839778529E+000,  0.00000000000000000E+000,  5.87409988383622661E+001, -5.70219004328533003E+001,  2.86220440783214201E+002,  2.64423557596918379E-001,  0.00000000000000000E+000,  3.77021900432853272E+002
92,  1.53333333333333344E+000,  2.85576501589737973E+002,  2.84788782138330532E+002,  2.86868944232763965E+002,  2.86124429847243221E+002,  1.68279526038954086E+000,  0.00000000000000000E+000,  5.86300719581411869E+001, -5.69469649476345694E+001,  2.86207830622370068E+002,  2.64264274343187389E-001,  0.00000000000000000E+000,  3.76946964947634569E+002
93,  1.55000000000000004E+000,  2.85563774289325920E+002,  2.84772956129317777E+002,  2.86855588487941020E+002,  2.86109502213010785E+002,  1.64695738544329706E+000,  0.00000000000000000E+000,  5.85198627086971470E+001, -5.68726002240141071E+001,  2.86195313411143559E+002,  2.64105143010828991E-001,  0.00000000000000000E+000,  3.76872600224014093E+002
94,  1.56666666666666665E+000,  2.85551164257810171E+002,  2.84757268545504360E+002,  2.86842319371241786E+002,  2.86094659591020047E+002,  1.61125415037568120E+000,  0.00000000000000000E+000,  5.84103518825113852E+001, -5.67987992598950555E+001,  2.86182888709170641E+002,  2.63946113317924391E-001,  0.00000000000000000E+000,  3.76798799259895077E+002
95,  1.58333333333333326E+000,  2.85538670699457725E+002,  2.84741717364697422E+002,  2.86829135926840934E+002,  2.86079901583893673E+002,  1.57567374927232828E+000,  0.00000000000000000E+000,  5.83015208305787525E+001, -5.67255552143596944E+001,  2.86170556086534873E+002,  2.63787135664785177E-001,  0.00000000000000000E+000,  3.76725555214359701E+002
96,  1.60000000000000009E+000,  2.85526292848454034E+002,  2.84726300611213276E+002,  2.86816037223277363E+002,  2.86065227799491879E+002,  1.54020476124852479E+000,  0.00000000000000000E+000,  5.81933514447625768E+001, -5.66528614022499752E+001,  2.86158315123411683E+002,  2.63628161109504378E-001,  0.00000000000000000E+000,  3.76652861402249982E+002
97,  1.61666666666666670E+000,  2.85514029967931037E+002,  2.84711016354260437E+002,  2.86803022352684650E+002,  2.86050637850780049E+002,  1.50483613877178857E+000,  0.00000000000000000E+000,  5.80858261408679368E+001, -5.65807112889341255E+001,  2.86146165409724631E+002,  2.63469141343809166E-001,  0.00000000000000000E+000,  3.76580711288934140E+002
98,  1.63333333333333330E+000,  2.85501881349038968E+002,  2.84695862706375920E+002,  2.86790090430049077E+002,  2.86036131355701684E+002,  1.46955719651662053E+000,  0.00000000000000000E+000,  5.79789278424425021E+001, -5.65090984852522951E+001,  2.86134106544814301E+002,  2.63310028669219154E-001,  0.00000000000000000E+000,  3.76509098485252309E+002
99,  1.64999999999999991E+000,  2.85489846310060841E+002,  2.84680837821913144E+002,  2.86777240592493399E+002,  2.86021707937054089E+002,  1.43435760073094598E+000,  0.00000000000000000E+000,  5.78726399652624721E+001, -5.64380167426295714E+001,  2.86122138137117588E+002,  2.63150775973499507E-001,  0.00000000000000000E+000,  3.76438016742629543E+002
100,  1.66666666666666674E+000,  2.85477924195567823E+002,  2.84665939895578731E+002,  2.86764471998586203E+002,  2.86007367222369112E+002,  1.39922735909467089E+000,  0.00000000000000000E+000,  5.77669464024604196E+001, -5.63674599483546857E+001,  2.86110259803858241E+002,  2.62991336707375345E-001,  0.00000000000000000E+000,  3.76367459948354679E+002
101,  1.68333333333333335E+000,  2.85466114375613756E+002,  2.84651167161016588E+002,  2.86751783827675808E+002,  2.85993108843797472E+002,  1.36415681105005016E+000,  0.00000000000000000E+000,  5.76618315102881880E+001, -5.62974221210146410E+001,  2.86098471170748439E+002,  2.62831664861556569E-001,  0.00000000000000000E+000,  3.76297422121014620E+002
102,  1.69999999999999996E+000,  2.85454416244967035E+002,  2.84636517889436902E+002,  2.86739175279246410E+002,  2.85978932437996093E+002,  1.32913661858358534E+000,  0.00000000000000000E+000,  5.75572800944815199E+001, -5.62278974060774885E+001,  2.86086771871699057E+002,  2.62671714944004875E-001,  0.00000000000000000E+000,  3.76227897406077489E+002
103,  1.71666666666666656E+000,  2.85442829222378009E+002,  2.84621990388288282E+002,  2.86726645572297969E+002,  2.85964837646019873E+002,  1.29415775743245365E+000,  0.00000000000000000E+000,  5.74532773971983133E+001, -5.61588800716208993E+001,  2.86075161548541189E+002,  2.62511441957456237E-001,  0.00000000000000000E+000,  3.76158880071620899E+002
104,  1.73333333333333339E+000,  2.85431352749881682E+002,  2.84607582999971214E+002,  2.86714193944746455E+002,  2.85950824113216015E+002,  1.25921150871869392E+000,  0.00000000000000000E+000,  5.73498090845090189E+001, -5.60903645041960672E+001,  2.86063639850755521E+002,  2.62350801377212395E-001,  0.00000000000000000E+000,  3.76090364504196089E+002
105,  1.75000000000000000E+000,  2.85419986292132876E+002,  2.84593294100590981E+002,  2.86701819652845472E+002,  2.85936891489122104E+002,  1.22428945097349451E+000,  0.00000000000000000E+000,  5.72468612344157251E+001, -5.60223452048255837E+001,  2.86052206435211701E+002,  2.62189749129127792E-001,  0.00000000000000000E+000,  3.76022345204825569E+002
106,  1.76666666666666661E+000,  2.85408729335773216E+002,  2.84579122098748257E+002,  2.86689521970627823E+002,  2.85923039427367144E+002,  1.18938345254351696E+000,  0.00000000000000000E+000,  5.71444203253885163E+001, -5.59548167851258924E+001,  2.86040860965915670E+002,  2.62028241567842268E-001,  0.00000000000000000E+000,  3.75954816785125900E+002
107,  1.78333333333333344E+000,  2.85397581388829281E+002,  2.84565065434366147E+002,  2.86677300189365667E+002,  2.85909267585575151E+002,  1.15448566437223921E+000,  0.00000000000000000E+000,  5.70424732253794531E+001, -5.58877739635500532E+001,  2.86029603113765688E+002,  2.61866235455211760E-001,  0.00000000000000000E+000,  3.75887773963550046E+002
108,  1.80000000000000004E+000,  2.85386541980139782E+002,  2.84551122577551496E+002,  2.86665153617049612E+002,  2.85895575625272386E+002,  1.11958851313541463E+000,  0.00000000000000000E+000,  5.69410071813203444E+001, -5.58212115617483704E+001,  2.86018432556315531E+002,  2.61703687938929508E-001,  0.00000000000000000E+000,  3.75821211561748385E+002
109,  1.81666666666666665E+000,  2.85375610658810615E+002,  2.84537292027489286E+002,  2.86653081577885587E+002,  2.85881963211796858E+002,  1.08468469470324624E+000,  0.00000000000000000E+000,  5.68400098090544361E+001, -5.57551245010379972E+001,  2.86007348977546656E+002,  2.61540556531315471E-001,  0.00000000000000000E+000,  3.75755124501037983E+002
110,  1.83333333333333326E+000,  2.85364786993698317E+002,  2.84523572311368468E+002,  2.86641083411808040E+002,  2.85868430014210333E+002,  1.04976716795440783E+000,  0.00000000000000000E+000,  5.67394690837289772E+001, -5.56895077989775515E+001,  2.85996352067646001E+002,  2.61376799088296863E-001,  0.00000000000000000E+000,  3.75689507798977559E+002
111,  1.85000000000000009E+000,  2.85354070572919056E+002,  2.84509961983338144E+002,  2.86629158474010410E+002,  2.85854975705213235E+002,  1.01482914888765530E+000,  0.00000000000000000E+000,  5.66393733305670892E+001, -5.56243565660462735E+001,  2.85985441522792314E+002,  2.61212373788484387E-001,  0.00000000000000000E+000,  3.75624356566046288E+002
112,  1.86666666666666670E+000,  2.85343461003382743E+002,  2.84496459623492058E+002,  2.86617306134490946E+002,  2.85841599961061945E+002,  9.79864105045932576E-001,  0.00000000000000000E+000,  5.65397112160873405E+001, -5.55596660024167335E+001,  2.85974617044948786E+002,  2.61047239112436047E-001,  0.00000000000000000E+000,  3.75559666002416748E+002
113,  1.88333333333333330E+000,  2.85332957910353002E+002,  2.84483063836880831E+002,  2.86605525777613536E+002,  2.85828302461487965E+002,  9.44865750241999036E-001,  0.00000000000000000E+000,  5.64404717396752531E+001, -5.54954313948219280E+001,  2.85963878341661200E+002,  2.60881353821989515E-001,  0.00000000000000000E+000,  3.75495431394821935E+002
114,  1.89999999999999991E+000,  2.85322560937028982E+002,  2.84469773252550283E+002,  2.86593816801683772E+002,  2.85815082889620214E+002,  9.09828039554123946E-001,  0.00000000000000000E+000,  5.63416442255488121E+001, -5.54316481135103700E+001,  2.85953225125864606E+002,  2.60714676939694856E-001,  0.00000000000000000E+000,  3.75431648113510391E+002
115,  1.91666666666666674E+000,  2.85312269744151934E+002,  2.84456586522604255E+002,  2.86582178618538137E+002,  2.85801940931908518E+002,  8.74745164615185811E-001,  0.00000000000000000E+000,  5.62432183150731433E+001, -5.53683116092859891E+001,  2.85942657115693692E+002,  2.60547167728367057E-001,  0.00000000000000000E+000,  3.75368311609285968E+002
116,  1.93333333333333335E+000,  2.85302084009633063E+002,  2.84443502321291248E+002,  2.86570610653147753E+002,  2.85788876278049884E+002,  8.39611549160401704E-001,  0.00000000000000000E+000,  5.61451839594412547E+001, -5.53054174106278325E+001,  2.85932174034300090E+002,  2.60378785670640489E-001,  0.00000000000000000E+000,  3.75305417410627854E+002
117,  1.94999999999999996E+000,  2.85292003428202634E+002,  2.84430519344113804E+002,  2.86559112343234631E+002,  2.85775888620916589E+002,  8.04421844828092536E-001,  0.00000000000000000E+000,  5.60475314126573210E+001, -5.52429611208882534E+001,  2.85921775609675876E+002,  2.60209490448589376E-001,  0.00000000000000000E+000,  3.75242961120888253E+002
118,  1.96666666666666656E+000,  2.85282027711081071E+002,  2.84417636306958457E+002,  2.86547683138900140E+002,  2.85762977656485759E+002,  7.69170927231585311E-001,  0.00000000000000000E+000,  5.59502512248886745E+001, -5.51809384155623803E+001,  2.85911461574480654E+002,  2.60039241923396947E-001,  0.00000000000000000E+000,  3.75180938415562366E+002
119,  1.98333333333333339E+000,  2.85272156585669563E+002,  2.84404851945246776E+002,  2.86536322502266444E+002,  2.85750143083771775E+002,  7.33853892256008056E-001,  0.00000000000000000E+000,  5.58533342360951224E+001, -5.51193450396300904E+001,  2.85901231665875741E+002,  2.59868000114970077E-001,  0.00000000000000000E+000,  3.75119345039630105E+002
120,  2.00000000000000000E+000,  2.85262389795260560E+002,  2.84392165013104659E+002,  2.86525029907128840E+002,  2.85737384604759200E+002,  6.98466052601171561E-001,  0.00000000000000000E+000,  5.57567715699882811E+001, -5.50581768049603113E+001,  2.85891085625361939E+002,  2.59695725181584458E-001,  0.00000000000000000E+000,  3.75058176804960340E+002
121,  2.01666666666666661E+000,  2.85252727098768389E+002,  2.84379574282550379E+002,  2.86513804838619308E+002,  2.85724701924338490E+002,  6.63002934566333413E-001,  0.00000000000000000E+000,  5.56605546282710648E+001, -5.49974295877836568E+001,  2.85881023198622529E+002,  2.59522377399459214E-001,  0.00000000000000000E+000,  3.74997429587783643E+002
122,  2.03333333333333321E+000,  2.85243168270477213E+002,  2.84367078542699176E+002,  2.86502646792881762E+002,  2.85712094750242954E+002,  6.27460275038592918E-001,  0.00000000000000000E+000,  5.55646750851731213E+001, -5.49370993262204905E+001,  2.85871044135371903E+002,  2.59347917142285500E-001,  0.00000000000000000E+000,  3.74937099326220505E+002
123,  2.04999999999999982E+000,  2.85233713099809165E+002,  2.84354676598984213E+002,  2.86491555276756344E+002,  2.85699562792986796E+002,  5.91834018731386746E-001,  0.00000000000000000E+000,  5.54691248822562386E+001, -5.48771820178690533E+001,  2.85861148189206176E+002,  2.59172304860682046E-001,  0.00000000000000000E+000,  3.74877182017869075E+002
124,  2.06666666666666687E+000,  2.85224361391109312E+002,  2.84342367272392153E+002,  2.86480529807474682E+002,  2.85687105765805541E+002,  5.56120315616812966E-001,  0.00000000000000000E+000,  5.53738962235014043E+001, -5.48176737174446416E+001,  2.85851335117460565E+002,  2.58995501061496436E-001,  0.00000000000000000E+000,  3.74817673717444620E+002
125,  2.08333333333333348E+000,  2.85215112963448576E+002,  2.84330149398713047E+002,  2.86469569912364648E+002,  2.85674723384597712E+002,  5.20315518583231329E-001,  0.00000000000000000E+000,  5.52789815706538548E+001, -5.47585705344720282E+001,  2.85841604681069725E+002,  2.58817466287043552E-001,  0.00000000000000000E+000,  3.74758570534472028E+002
126,  2.10000000000000009E+000,  2.85205967650444506E+002,  2.84318021827803591E+002,  2.86458675128564039E+002,  2.85662415367866856E+002,  4.84416181299221371E-001,  0.00000000000000000E+000,  5.51843736388207446E+001, -5.46998686310244366E+001,  2.85831956644431500E+002,  2.58638161094128349E-001,  0.00000000000000000E+000,  3.74699868631024458E+002
127,  2.11666666666666670E+000,  2.85196925300098428E+002,  2.84305983422861857E+002,  2.86447845002743918E+002,  2.85650181436666912E+002,  4.48419056279518224E-001,  0.00000000000000000E+000,  5.50900653923279151E+001, -5.46415642195087159E+001,  2.85822390775275949E+002,  2.58457546032924979E-001,  0.00000000000000000E+000,  3.74641564219508723E+002
